# TimeStep  RandWalk_mean  RandWalk_lo  RandWalk_hi  PIG_mean  PIG_lo  PIG_hi  EPIG_mean  EPIG_lo  EPIG_hi  TPIG_mean  TPIG_lo  TPIG_hi  ETPIG_mean  ETPIG_lo  ETPIG_hi  LP_mean  LP_lo  LP_hi
119  27.362150  21.816492  32.907808  38.327811  33.051090  43.604532  37.165675  32.412362  41.918988  15.051452  13.549813  16.553091  17.468027  14.933941  20.002113  17.388530  14.924132  19.852928
120  27.395212  21.808405  32.982019  38.398023  33.091112  43.704934  37.229613  32.451781  42.007445  15.193249  13.744315  16.642183  17.504942  15.000757  20.009127  17.544571  15.063428  20.025714
121  27.522802  21.931489  33.114115  38.535678  33.260155  43.811201  37.378174  32.586713  42.169635  15.268174  13.941380  16.594968  17.600592  15.207110  19.994074  17.637134  15.229710  20.044558
122  27.635707  21.998751  33.272663  38.653932  33.405188  43.902676  37.418263  32.624418  42.212108  15.403745  14.058972  16.748518  17.712154  15.283942  20.140366  17.702871  15.277554  20.128188
123  27.706127  22.042973  33.369281  38.754373  33.457628  44.051118  37.480872  32.718474  42.243270  15.554266  14.242827  16.865705  17.711631  15.326015  20.097247  17.778416  15.351197  20.205635
124  27.714333  22.015745  33.412921  38.890598  33.489996  44.291200  37.562232  32.831009  42.293455  15.650278  14.259326  17.041230  17.794014  15.364610  20.223418  17.916411  15.397717  20.435105
125  27.777898  22.120811  33.434985  39.030263  33.708724  44.351802  37.599045  32.884394  42.313696  15.731095  14.352289  17.109901  17.867481  15.407714  20.327248  17.978593  15.444323  20.512863
126  27.845488  22.225492  33.465484  39.138003  33.758493  44.517513  37.705001  32.951819  42.458183  15.838067  14.494008  17.182126  17.887097  15.504995  20.269199  18.012286  15.521720  20.502852
127  27.892025  22.255336  33.528714  39.309573  33.985522  44.633624  37.856823  33.065448  42.648198  15.883139  14.548015  17.218263  17.912152  15.519136  20.305168  18.027434  15.553699  20.501169
128  27.924566  22.342728  33.506404  39.419562  34.084249  44.754875  38.020804  33.209629  42.831979  15.974067  14.723872  17.224262  18.024101  15.584767  20.463435  18.124951  15.641112  20.608790
129  27.998720  22.398065  33.599375  39.539032  34.193727  44.884337  38.149936  33.277319  43.022553  16.105490  14.890807  17.320173  18.235830  15.767167  20.704493  18.272916  15.808849  20.736983
130  28.027701  22.411983  33.643419  39.697486  34.336516  45.058456  38.274843  33.356389  43.193297  16.287485  15.079398  17.495572  18.267574  15.858443  20.676705  18.306839  15.799415  20.814263
131  28.048600  22.443941  33.653259  39.894243  34.515479  45.273007  38.410811  33.438059  43.383563  16.428812  15.175536  17.682088  18.294415  15.869702  20.719128  18.319943  15.731860  20.908026
132  28.089050  22.438888  33.739212  39.992432  34.597729  45.387135  38.519360  33.475255  43.563465  16.589375  15.208317  17.970433  18.386292  15.894252  20.878332  18.283735  15.754472  20.812998
